Author,AvgDailyMessageCount,YearMonth,Hour
coinofficer,1.0,2022-06,14
coinerz#3833,1.0,2022-01,16
cohen8387,1.0,2022-01,14
coffeeman#1655,1.0,2021-07,9
cody_cineDAO#6639,1.0,2022-05,1
codex only alone#4282,1.0,2022-07,20
cocolyondon,1.0,2022-01,2
coco35.,1.0,2022-02,0
cocktail_chris#7797,1.0,2021-06,10
cnn#0880,1.0,2021-10,12
cm_lp,1.0,2021-11,18
clufer,1.0,2019-08,0
cloverglow,1.0,2022-02,23
cloudizzl#7844,1.0,2022-07,5
clmtkpa,1.0,2022-04,22
clermonte#2584,1.0,2022-07,5
clementomniscia,1.0,2023-01,12
clemaclem#3796,1.0,2021-08,23
clearthepropeller#9058,1.0,2021-08,18
claw machine<3#4415,1.0,2022-07,5
cold_season#5351,1.0,2021-05,23
coldfusion3537,1.0,2021-05,13
collegebum,1.0,2022-04,10
controldesk#3536,1.0,2021-04,7
coutinhoz0,1.0,2021-05,5
cottamcha,1.0,2021-10,1
cosylili,1.0,2021-05,21
copyshop,1.0,2022-07,23
cooter_patrol,1.0,2019-08,1
coopz86,1.0,2022-08,14
coolkidsmedia,1.0,2021-11,3
cool.nft,1.0,2022-02,20
convell,1.0,2022-07,0
conman6919,1.0,2023-06,19
com#0511,1.0,2022-07,19
comprido,1.0,2021-12,15
community surpport#2612,1.0,2021-07,18
community support#9547,1.0,2022-04,5
community support#7959,1.0,2021-07,7
community support#6105,1.0,2022-01,12
community moderator#6116,1.0,2021-09,18
community leader#6696,1.0,2021-06,17
community Help_Desk#9045,1.0,2022-06,20
commandochris1,1.0,2022-05,19
anmarii,1.0,2022-03,16
ankitkanaujia,1.0,2021-05,3
anishcontributor,1.0,2021-11,18
Sofi soft#7872,1.0,2021-11,0
SoSorel σç╢#3319,1.0,2022-07,18
SoNegative.#4370,1.0,2022-07,5
SoFuckingBad#3423,1.0,2022-04,6
Snail_ona_rzr#5481,1.0,2022-02,5
Smovial#9713,1.0,2022-07,5
Sloppy Slippage#8094,1.0,2022-05,5
SlamPigDestroyer33#0459,1.0,2022-02,6
Skylight#5486,1.0,2021-12,22
Skoodgen#0077,1.0,2021-12,8
Skeleton WIth a six pack and 6'5#0864,1.0,2022-07,22
Skeez#1102,1.0,2022-06,13
Sixodrum#2645,1.0,2021-12,8
Sister Ze#6830,1.0,2022-07,5
Siro#4731,1.0,2022-04,15
SirGu#5336,1.0,2021-09,17
Sir. Crucible OZ#0640,1.0,2022-07,19
SippinOnChlorine#3085,1.0,2022-07,18
Sinpaii#5203,1.0,2022-07,5
Simona#8637,1.0,2022-07,22
Simon#8050,1.0,2022-03,15
SimarCheema#8518,1.0,2021-07,15
Sofi soft#2046,1.0,2021-11,0
Sohan#2187,1.0,2022-07,19
Silver Wing#2033,1.0,2022-07,19
Soho#1255,1.0,2019-09,22
SuedoPetodo#5745,1.0,2022-06,15
Success Stranger#3811,1.0,2022-05,12
Stupendous#0761,1.0,2022-01,20
StickySocks#8190,1.0,2022-07,5
StevePetras#4686,1.0,2022-05,10
Steve 83648#9359,1.0,2022-01,3
Stephen-pro | Server.ETH#4270,1.0,2021-09,19
Stephen&John#0615,1.0,2022-06,18
StepanPlyushkin#1339,1.0,2020-09,6
Squeezi#6469,1.0,2022-07,20
Sparky#7673,1.0,2021-12,0
Space is the Place#6094,1.0,2022-01,14
Sourcecode#7268,1.0,2022-01,23
SourceCode808#4170,1.0,2022-01,14
Sourav#9455,1.0,2022-02,0
Soujanya#7428,1.0,2021-05,21
Sototo#4181,1.0,2022-07,9
Songze#2082,1.0,2022-05,14
Solovev Max#8084,1.0,2022-02,18
Solipay#5889,1.0,2021-05,21
Solara#0917,1.0,2022-08,2
Silverexx#0703,1.0,2022-07,5
Sidney jr45#8814,1.0,2022-08,5
anirudth,1.0,2022-02,1
Serpent#2504,1.0,2022-07,5
Selena Ivanovic#8946,1.0,2021-10,17
SelemelaMoagi#0576,1.0,2022-04,5
Seki#0965,1.0,2022-08,6
SeaLevelCain#1248,1.0,2022-01,19
Scummy#5021,1.0,2022-01,10
ScrumpBot#1654,1.0,2022-07,5
Scott🦾🖥#4929,1.0,2022-01,6
Scott21#6117,1.0,2022-01,18
Scott Eisner#3987,1.0,2021-06,10
ScoobySnacks#8063,1.0,2022-02,11
Sburp#8931,1.0,2022-06,0
Sayuri#0246,1.0,2022-07,19
Satirelifez#4260,1.0,2022-07,22
Sashagilm1#2581,1.0,2021-05,13
Sasa2k#9852,1.0,2021-05,4
Sarah brown#6985,1.0,2022-08,5
Santiago Severino(SSADA)#9490,1.0,2020-08,3
Sangkuter#9093,1.0,2022-07,20
"Sangeet ( 🧮, 🍷)#3104",1.0,2022-04,15
Sandra01#7334,1.0,2022-01,4
Sandra martins#1356,1.0,2021-10,1
Senshii#3942,1.0,2022-01,21
Servant of God#9161,1.0,2022-07,21
Sid#6188,1.0,2022-08,0
ServantOfMelian#7728,1.0,2022-06,15
Sicario#7762,1.0,2022-06,23
Siam Brad#3182,1.0,2019-12,7
Shri#5287,1.0,2022-01,17
Shreliz#6616,1.0,2022-07,5
Short#4801,1.0,2022-07,5
Shinasy#8287,1.0,2022-07,20
Shibegami#0759,1.0,2022-06,15
Sheldonis#5352,1.0,2021-10,17
Sheldonis#3995,1.0,2021-10,18
Shawniee#9838,1.0,2022-06,11
Shaun FiDi#1156,1.0,2022-08,20
ShaulinKin#9622,1.0,2021-08,0
Sharonel2022#4670,1.0,2022-04,23
SharkChaser9322#8814,1.0,2022-07,18
Shakir#2108,1.0,2021-07,0
ShadowSecrecy#2360,1.0,2022-07,5
ShadowNoobDX#8574,1.0,2022-07,5
Shadow Spirit#4476,1.0,2023-09,10
SeunCrypton#7048,1.0,2021-10,0
Setthy#4358,1.0,2021-09,0
SethM#0682,1.0,2022-07,4
SunY#3196,1.0,2021-07,11
SundaeswapDev#3792,1.0,2021-12,5
Sunil#8398,1.0,2022-01,19
Thomastechassist✪#1261,1.0,2021-06,7
Thierry Caminel#8538,1.0,2021-10,16
Theherodoctor#1239,1.0,2022-07,5
The_Vinge#5483,1.0,2019-10,2
TheZialex#0391,1.0,2022-07,5
TheRealRoasty#6257,1.0,2022-01,15
TheNico#1517,1.0,2022-07,5
TheMadZao#0610,1.0,2022-07,19
TheLetterM#1073,1.0,2021-05,19
TheLaughingMann#7875,1.0,2022-07,5
TheDuckgirl22#1208,1.0,2022-07,19
TheCryptoPort#4316,1.0,2021-05,5
TheCryptoArtist#1628,1.0,2021-10,6
TheCaptain#8343,1.0,2021-12,11
The King#8258,1.0,2022-08,1
The Dad#7224,1.0,2021-05,18
That9koi#4832,1.0,2021-12,15
Tharnox ☆#8158,1.0,2021-08,4
Tetsul#9493,1.0,2021-11,9
TestTest#5065,1.0,2022-02,3
Terra;)#1366,1.0,2022-07,19
Tekashi Sensei#8575,1.0,2022-02,6
Thin (πâåπéúπâ│≡ƒî╕)#0546,1.0,2022-07,5
Thoret6#4573,1.0,2022-02,8
Sunny Durante-Support#1619,1.0,2021-06,20
ThunderThighs#6185,1.0,2022-07,2
Tradenut#9720,1.0,2022-05,5
Tracey_#0882,1.0,2021-11,2
Toru#7349,1.0,2022-07,19
Tori <3#2257,1.0,2022-07,5
Tonyous#6922,1.0,2021-10,23
Tony_#3719,1.0,2022-07,19
TonySmith#2580,1.0,2022-06,11
Toni_Esc#7436,1.0,2022-08,22
ToniBqg#2637,1.0,2022-02,4
Ton Gomez#2462,1.0,2022-04,17
TomyLBT#0996,1.0,2021-06,10
TomOcean#9057,1.0,2022-02,22
Tom T#3330,1.0,2021-11,14
Tom P.#2776,1.0,2022-05,15
Tobiwi#1044,1.0,2022-07,5
TobiMini#1517,1.0,2021-06,18
Titty Inspector Pandora#1506,1.0,2022-07,18
Timur88#7910,1.0,2021-09,21
Tii Na .......Γÿ╗#6659,1.0,2022-07,5
Tigris#0441,1.0,2021-10,18
Tico#5379,1.0,2022-07,18
Tejj#8566,1.0,2022-06,22
Tejinder#1183,1.0,2021-12,14
Teemo de Yordle#8910,1.0,2022-08,1
Teddiram#0336,1.0,2022-06,14
Surya#8447,1.0,2021-11,18
Support| C S#3431,1.0,2021-06,21
Support_Desk#4478,1.0,2021-12,18
Support_Desk#1883,1.0,2021-11,21
SupportTeam#8889,1.0,2021-12,3
SupportBot#9681,1.0,2022-04,2
SupportBot#9184,1.0,2021-11,7
SupportBot#7727,1.0,2022-08,13
SupportBot#6695,1.0,2021-12,17
SupportBot#4497,1.0,2021-12,15
SupportBot#3639,1.0,2022-01,6
SupportBot#1987,1.0,2021-12,15
SupportBot#0540,1.0,2021-09,12
SupportBot#0295,1.0,2021-11,15
Support Team#5527,1.0,2021-05,9
Support Desk#9477,1.0,2021-05,4
Support Desk#1118,1.0,2022-01,13
Super⚡Annа#7845,1.0,2022-04,22
Superman#4203,1.0,2022-01,1
Supercell#2279,1.0,2022-07,18
Super Broly#8321,1.0,2022-07,5
Swyuk#9986,1.0,2022-07,5
SydneySr#7827,1.0,2022-05,7
S├╕f─»├Ñ ≡ƒÉ▓#9436,1.0,2022-07,5
Tatimej#8251,1.0,2022-08,8
Ted Baker#6978,1.0,2021-07,1
Technical Helpdesk#9284,1.0,2021-08,2
Technical Helpdesk#7835,1.0,2021-08,7
TechBran#7050,1.0,2022-05,7
Tech.MamilieCG🎖#4934,1.0,2022-03,6
Tech | Support#8668,1.0,2021-06,3
Teamsupport#4353,1.0,2021-12,1
Teale#3373,1.0,2022-01,23
Tazmon#9732,1.0,2022-06,13
Tara#8631,1.0,2021-10,7
TAng#8589,1.0,2022-06,22
Tara#0034,1.0,2021-09,18
Takumar#7545,1.0,2021-06,18
Taki sobie arek#7420,1.0,2022-06,22
THXAVIER#6049,1.0,2022-07,19
THE GUARDIAN#5523,1.0,2021-08,1
TG MISTER#2429,1.0,2022-07,20
TESTUDOGUY#4473,1.0,2019-12,23
TENPLAT$#4619,1.0,2022-07,5
TECH | CTRL#3237,1.0,2021-09,16
SandLabs (Wyatt)#9626,1.0,2021-08,8
Samziiii#9942,1.0,2022-07,5
Samson#0651,1.0,2021-05,20
Pooh#8819,1.0,2021-05,20
Poker#1076,1.0,2021-05,14
Pokcix#5879,1.0,2020-06,16
Plea#3904,1.0,2022-07,5
"Plant, ""Lord of Weebs""#9075",1.0,2022-07,5
Pizzaless | DomainDAO#5018,1.0,2022-02,9
Piyush#8741,1.0,2022-01,20
Pingwin 14#1753,1.0,2022-07,5
Pinguino ΓÖí#3927,1.0,2022-07,5
PigeonsAreGreen#3183,1.0,2022-07,5
Pierre Gdd [BXL]#2882,1.0,2021-05,3
Picture914d#6373,1.0,2021-06,23
Pickle#1712,1.0,2022-08,1
Pia268#8955,1.0,2021-12,2
Phyo Min Htut#9613,1.0,2022-07,19
PhyTy#7022,1.0,2021-08,19
Phos#0213,1.0,2022-07,5
PhoenixFoxi#8261,1.0,2022-07,5
Philipp Kaufold#0744,1.0,2021-09,17
PhilWizard#2540,1.0,2022-03,0
Pharos VIP#4136,1.0,2022-07,3
PetterssonHugo#9603,1.0,2022-07,8
PondHub#0884,1.0,2021-11,9
Popitruis#6751,1.0,2022-07,21
REDUX#4802,1.0,2022-06,4
Postman#6175,1.0,2022-04,0
RAJOO.BHI#4765,1.0,2021-08,1
R4sty#4376,1.0,2022-06,15
R I C K Y#9805,1.0,2022-07,5
Quintillion#9369,1.0,2022-07,19
Quick Response Dev#5846,1.0,2021-06,15
Queen Crimson#2451,1.0,2022-07,5
Quartti#3168,1.0,2022-05,20
Quadran.nodes#5169,1.0,2021-06,13
QuadSkwad#6223,1.0,2021-11,13
PsiOm#1937,1.0,2022-08,5
Prosperousjoe#7642,1.0,2021-05,7
PrometheusDE#3598,1.0,2022-11,21
Professor Eric $ Dev#2784,1.0,2021-11,2
Princess Faye#0905,1.0,2022-07,5
Prestigious#8895,1.0,2021-09,3
Presidential_Ray#6063,1.0,2022-04,12
President Evil#7101,1.0,2021-11,9
Prens#7694,1.0,2022-05,0
PregnantGiraffeMilker69#4517,1.0,2022-07,5
Prateek#6383,1.0,2022-04,18
Prabhav#9308,1.0,2021-06,16
Peter Darren#8520,1.0,2021-06,15
Perbis12#9903,1.0,2022-07,18
Pentheus#1090,1.0,2021-10,2
Pen#2434,1.0,2022-05,1
PWR Auxsus#5722,1.0,2022-07,5
PRIME#6841,1.0,2022-07,21
POW3R#0329,1.0,2022-07,20
PL#6125,1.0,2021-11,16
PITOHUI#5278,1.0,2022-07,5
PH#5025,1.0,2021-12,14
PFloyd#6529,1.0,2020-06,0
PABLO OG#5747,1.0,2022-07,5
P.O.V#9609,1.0,2021-10,20
Outlander#2037,1.0,2021-08,17
OthersideMeta#4783,1.0,2021-12,21
OsamaBinBratan#7298,1.0,2022-07,6
Osama#3505,1.0,2021-05,18
Opeyemi#7086,1.0,2022-06,0
Operating Tech#3883,1.0,2021-12,15
Ootti#2265,1.0,2022-05,22
Oni-Tomoe#8691,1.0,2022-07,5
OneSpirit#3634,1.0,2021-11,6
Ompehda#9902,1.0,2020-02,3
Oluwafumbi#4958,1.0,2022-01,2
Oliver777#9855,1.0,2022-06,15
Palatine#1738,1.0,2022-07,5
Pale Sample#1620,1.0,2021-09,3
PancakeSwap Reward#1601,1.0,2021-06,17
Pastita Megistus#8185,1.0,2022-07,17
PelusH/SelevO/Serkan/38#5646,1.0,2022-08,5
PedroMacaco#9971,1.0,2021-05,11
Pea_nut#2478,1.0,2022-06,15
Pblow#3056,1.0,2022-07,19
Paz.#0874,1.0,2022-06,18
PavelHS555#0766,1.0,2021-09,18
PauloCesarr#3607,1.0,2022-08,1
Patorium#0110,1.0,2022-07,21
Pat987#4275,1.0,2022-06,15
PassiveUSDT#1490,1.0,2021-12,5
Pancakeswap Official#4859,1.0,2021-06,1
Paschal09#6728,1.0,2022-04,6
Par!s#8102,1.0,2022-07,5
PapiKiller#3979,1.0,2022-07,22
PapaDuckie#6119,1.0,2019-10,7
Papa Khan#3214,1.0,2022-07,18
Paolo Alberti#8825,1.0,2022-06,21
Paolino#7264,1.0,2022-07,5
Pandinha#2013,1.0,2022-07,5
Panda4K#2408,1.0,2022-07,21
RD#1328,1.0,2021-06,14
RF#9636,1.0,2022-01,5
Sampson.#0767,1.0,2021-11,14
SHMD#9690,1.0,2021-09,12
SEP | Crypt#1066,1.0,2022-07,20
SDr#9529,1.0,2021-07,7
SCROLA13#9954,1.0,2022-07,22
SCOTT#6224,1.0,2022-02,8
SAW#6553,1.0,2022-07,5
SAClobber#0534,1.0,2021-05,2
Ryan Shiva#4580,1.0,2021-06,5
Ryan E#3376,1.0,2021-08,4
Russell_Draper#9072,1.0,2021-08,19
Rupesh#0957,1.0,2022-08,21
Rudralgo#8822,1.0,2022-01,16
Rozenfield#6136,1.0,2022-07,5
Rosszhang#8645,1.0,2022-03,14
Rose <3#4668,1.0,2022-07,19
Roody#6779,1.0,2022-02,0
Robotmayor#8075,1.0,2020-10,10
Robert_C#6604,1.0,2022-03,1
Robbo#4315,1.0,2021-07,22
RobTerry#9163,1.0,2021-11,15
RoadmanAzi  ≡ƒæ┐#0068,1.0,2022-07,19
RoMaNa#8539,1.0,2022-07,21
SEP | Crypt#6997,1.0,2022-07,20
SHMOSBY#4655,1.0,2022-07,19
RHIYU#8907,1.0,2022-08,1
SK#9276,1.0,2021-07,8
Samanth#1480,1.0,2021-09,19
Sam456#1533,1.0,2019-11,23
Sam Hurley#7287,1.0,2022-04,13
SalvadorDali#8253,1.0,2022-07,5
Salvador#7928,1.0,2022-06,5
Salva#7680,1.0,2021-06,18
Salty Save#8800,1.0,2021-09,3
Sakshi Dhamija#0272,1.0,2020-09,13
Saja#6669,1.0,2022-06,17
Saitama#0388,1.0,2021-11,13
Safi#4647,1.0,2021-08,16
Sachi12#4121,1.0,2021-12,1
SZRose#9953,1.0,2022-04,14
SWIPER#2949,1.0,2022-07,20
SUPER LAWYER#4994,1.0,2022-07,13
STUART#3710,1.0,2021-09,1
SRGAMING#3679,1.0,2022-08,5
SPbAlexandr#9404,1.0,2021-06,8
SPPTDESK#6946,1.0,2022-08,5
SOSakaLOLO#2522,1.0,2022-07,5
SK31#3338,1.0,2023-05,21
Riyazrd3#5932,1.0,2021-05,23
Riya chhabra#8866,1.0,2021-08,18
Ritik#2287,1.0,2022-06,22
RiskyBiscuit83#8693,1.0,2022-07,20
RaquelS#7925,1.0,2022-03,18
Raquel Magalhães#9590,1.0,2021-05,19
Raphael B#8797,1.0,2021-10,15
Ransa#8763,1.0,2022-07,17
Rani / DuskNeurons [GMT+3]#9493,1.0,2022-04,2
Rango#0601,1.0,2021-06,2
RalucaDiana#7465,1.0,2021-11,13
Ralf Ragnick#7202,1.0,2022-07,5
Rajuallan#8852,1.0,2022-02,0
RajJags#3646,1.0,2022-06,22
Rainn#8934,1.0,2022-07,19
Raichu#9099,1.0,2022-07,5
RaiNn#0526,1.0,2022-07,5
Rahela | NEAR Balkans#8826,1.0,2022-04,1
Raheem#7840,1.0,2021-06,6
Radiant#6914,1.0,2022-03,19
Radgie#3636,1.0,2022-06,8
Rabbit#5670,1.0,2022-05,11
RYAN ⬖ GROUP ⬖ DEVELOPER#3113,1.0,2022-04,12
RM#1891,1.0,2022-04,0
RK#2373,1.0,2022-04,22
Rara#9646,1.0,2022-07,5
Rarity <3#2395,1.0,2022-07,5
Rashid#1017,1.0,2022-04,19
RenéeF#7591,1.0,2022-04,8
Riqueza#0061,1.0,2022-07,5
RipitSlipit#2313,1.0,2022-06,22
Rinayunus#9640,1.0,2022-07,5
Rina#8176,1.0,2021-12,18
Riki#2835,1.0,2022-07,5
Rigby Martin#5710,1.0,2021-07,2
Richard_200#2442,1.0,2022-07,21
Ricard#1737,1.0,2020-11,16
RetroJunky.T#7529,1.0,2022-07,5
Rejunion#5865,1.0,2022-07,21
Rastin#0271,1.0,2021-04,6
Reflays#2383,1.0,2022-07,5
Redez#7222,1.0,2022-06,23
RedArmyPigeon#4176,1.0,2022-01,22
ReaperΓäó#9188,1.0,2022-07,22
Razvan#5026,1.0,2021-11,23
Razak#5479,1.0,2022-06,20
Raws#5002,1.0,2022-07,19
RaveyK#2641,1.0,2022-04,0
Rat├│njuzgable#3842,1.0,2022-07,5
TraderSmader#9989,1.0,2021-05,7
Trappmastuh#0260,1.0,2022-07,17
Traxxy_#6300,1.0,2022-07,5
akellaswapna,1.0,2022-02,4
ak2288,1.0,2022-07,8
ajchakravarthy,1.0,2021-10,13
ajai.markeese#2032,1.0,2021-05,12
airronzear,1.0,2021-05,5
ainullindale,1.0,2023-01,22
aikin#0195,1.0,2021-05,20
aiaa#1367,1.0,2022-06,3
ahhheng#6315,1.0,2022-03,16
ahatch1526,1.0,2022-01,1
agustinustheoo,1.0,2021-08,2
agil#6686,1.0,2021-10,23
agentic_state,1.0,2022-01,13
ag0065,1.0,2021-05,10
aftn_,1.0,2021-05,19
afrika4000,1.0,2021-11,23
aer20#5339,1.0,2022-02,22
aegaeond0,1.0,2021-05,5
adventurer2070,1.0,2022-04,10
adventureisles,1.0,2022-05,1
adrien_re,1.0,2022-07,14
adrianv8871,1.0,2022-04,4
akasapov,1.0,2022-03,2
akimberlyrose#7189,1.0,2022-05,11
alessandrocuglietta,1.0,2021-08,3
akincibor,1.0,2022-04,7
alejo bot???#9441,1.0,2022-07,5
alejak9dz,1.0,2021-05,5
aleidadevpost#8087,1.0,2020-01,3
alecgrawe,1.0,2022-08,12
alcoholawareness#4126,1.0,2022-07,22
albin987#4824,1.0,2022-07,5
albertov19,1.0,2021-07,23
albertink#7577,1.0,2021-10,11
albefuen#1112,1.0,2021-06,1
alastrat,1.0,2022-01,14
alanub.,1.0,2021-05,1
alanmc,1.0,2021-12,22
al.su.2989,1.0,2022-04,16
akstudios88,1.0,2021-09,2
akshay4839,1.0,2022-05,5
akshata6695,1.0,2021-10,5
aks17516,1.0,2022-06,20
akpatel#8776,1.0,2020-01,14
akonale#9485,1.0,2022-04,15
akitsuru13,1.0,2021-05,15
akiraspace,1.0,2021-07,1
administrator0014,1.0,2021-09,6
adluna_,1.0,2021-11,7
adi1iciousb4,1.0,2021-05,5
adezz#4283,1.0,2022-04,17
abol3z,1.0,2023-06,18
ablazleon#3510,1.0,2019-10,2
abitcoiner,1.0,2020-02,7
abid9605,1.0,2022-04,1
abhimore#4262,1.0,2022-02,1
abhi1203#4926,1.0,2021-10,2
abdelmoumen#3618,1.0,2022-06,1
abdelkh98,1.0,2021-12,0
abcda1234,1.0,2022-02,5
abcd1234#9140,1.0,2021-12,21
abbey#4091,1.0,2022-07,19
aazat,1.0,2021-05,18
aasdsa#3113,1.0,2021-05,16
aasdasd#2130,1.0,2021-11,17
aarzy26,1.0,2022-05,2
aaron8269,1.0,2022-04,9
aaaaa.zao,1.0,2022-04,17
aaa11111111,1.0,2021-09,23
a_i_aron,1.0,2022-04,5
a678zx,1.0,2022-04,15
a1eks_ei,1.0,2021-12,15
abrhem#5647,1.0,2022-07,5
abs0065,1.0,2020-05,5
absolutely_able#7960,1.0,2022-01,16
ad_c_,1.0,2021-05,15
adesuwa#0884,1.0,2020-06,18
adar707,1.0,2021-12,10
adanamics,1.0,2022-07,15
adamuso1,1.0,2022-06,2
adamsoffer,1.0,2021-08,2
adamek#8682,1.0,2022-06,7
adamcresnick#0779,1.0,2021-12,12
adam0156,1.0,2021-09,10
adad#4297,1.0,2019-10,0
acybersloth,1.0,2022-05,7
abude0556,1.0,2023-12,5
acod749,1.0,2021-04,13
ackupacko#8911,1.0,2022-07,20
acid#1328,1.0,2022-07,5
ace404#3846,1.0,2022-07,18
acdc2021#5791,1.0,2022-02,17
acblock.,1.0,2022-01,20
acashmoney,1.0,2022-05,16
ac91#4679,1.0,2022-07,16
abyss_kuroneko,1.0,2022-01,9
alephvnull,1.0,2021-11,5
alessio#6415,1.0,2020-05,0
a!leen#3863,1.0,2022-07,5
andii#8963,1.0,2022-07,18
anbenlaffo,1.0,2022-06,23
anapheys,1.0,2020-12,5
ananya2654,1.0,2021-12,3
analiticn03,1.0,2021-05,5
anakin1,1.0,2022-03,19
anais12345678,1.0,2020-06,13
anahuang,1.0,2022-01,11
ana staiasia#8014,1.0,2022-04,17
an_upam,1.0,2021-12,0
an intruder#7601,1.0,2022-07,22
amuteant,1.0,2022-03,2
amrezy#0369,1.0,2022-07,5
amosbar,1.0,2022-03,21
amoghgopadi,1.0,2022-07,18
ammarash9#1055,1.0,2021-06,20
amkys,1.0,2022-02,21
amjad_baig,1.0,2021-08,23
amirra#2509,1.0,2021-06,5
amiro0o,1.0,2022-05,22
amirlosco13#5841,1.0,2022-07,5
amincool,1.0,2022-05,17
andianto,1.0,2021-03,14
andik_83,1.0,2022-02,0
alessio11199,1.0,2020-05,0
andre.amaru#9652,1.0,2021-05,8
angieberry.eth,1.0,2022-02,2
anggxyz,1.0,2021-05,18
anewguy69,1.0,2021-12,9
andynft.eth#1924,1.0,2022-06,2
andyler#7548,1.0,2022-03,20
andyc,1.0,2021-06,12
andy.ts.,1.0,2023-10,2
andy#2391,1.0,2021-12,2
andri.xrd,1.0,2021-11,20
andrey_axe,1.0,2022-08,5
andrewwwwq,1.0,2022-06,14
andrewtheballer#5325,1.0,2022-07,21
andrewhnberry,1.0,2022-03,16
andrewalaves2,1.0,2022-06,17
andrew_7z,1.0,2022-03,21
andrew9apclub,1.0,2022-04,22
andresboveda,1.0,2022-03,5
andreewko,1.0,2022-07,15
andreea_toma,1.0,2022-02,18
andreaskrisor#4559,1.0,2022-07,17
andreas_ad13#5053,1.0,2022-07,5
amiiraa,1.0,2023-11,11
amigji,1.0,2021-11,8
amd#5425,1.0,2021-08,19
amberdu.,1.0,2021-11,8
alida#5482,1.0,2019-10,3
alibaba7014,1.0,2020-11,3
alias95,1.0,2021-07,8
alia#9294,1.0,2021-05,18
alhasan007,1.0,2022-10,22
alfajha 34#7411,1.0,2021-07,14
alexvinyas#2545,1.0,2020-05,15
alexrolex2b#8601,1.0,2022-04,8
alexrayvsn,1.0,2021-11,4
alexqzm#0467,1.0,2020-03,17
alexperrini,1.0,2022-01,17
alexmt__,1.0,2021-08,18
alexinwonderlands#2180,1.0,2022-02,10
alexey.betimi,1.0,2021-11,21
alexe88,1.0,2022-01,10
alexe#5420,1.0,2021-10,7
alexbm.,1.0,2022-03,7
alexav901,1.0,2022-01,11
alexBelanger#4180,1.0,2023-01,11
alex.v | Gnosis#4495,1.0,2020-06,15
alex.rawitz.,1.0,2021-08,6
alinaz#2130,1.0,2022-01,0
alisenicegirl#5572,1.0,2021-11,20
alix#9127,1.0,2022-07,18
althea_lakshmi,1.0,2022-06,15
amazon#6915,1.0,2021-07,22
amanintech,1.0,2022-07,18
amandineflachs,1.0,2022-07,19
amalnathsathyan,1.0,2021-05,21
alx.#2299,1.0,2022-07,5
alwaysmonday36,1.0,2022-04,1
alvinorito#9645,1.0,2022-01,5
alvin132#9763,1.0,2022-02,23
altin.g,1.0,2022-07,21
altanatia,1.0,2021-06,10
alizona#6384,1.0,2021-12,4
alphagrowthjoe,1.0,2023-04,1
aloysious_x,1.0,2021-11,14
alott.,1.0,2022-02,7
aloresearch,1.0,2022-04,15
alokmishra01,1.0,2022-06,16
aloe2283,1.0,2019-12,22
ally_efemere,1.0,2022-05,17
allen tucker#4573,1.0,2022-03,20
allegedly42,1.0,2022-04,23
a.sydorenko,1.0,2021-08,0
a monkey#8193,1.0,2022-07,19
Treasured111#5942,1.0,2021-06,20
VladFV#2702,1.0,2022-01,4
Visc#2811,1.0,2021-12,14
Virgil terry#8856,1.0,2022-06,6
ViresInNumeris#1444,1.0,2019-12,4
Vinn-#3968,1.0,2022-07,5
Vini do sul#6703,1.0,2022-07,5
Vincentyeo68#0079,1.0,2021-09,10
Vijay#6986,1.0,2022-03,22
Vijay#3117,1.0,2022-03,22
Victoryman#3845,1.0,2020-01,17
Vexera#3929,1.0,2022-07,22
Vex$#8225,1.0,2022-07,20
Vert#6458,1.0,2022-07,19
Verified Support#2904,1.0,2021-09,17
Verified Support#0735,1.0,2021-09,1
Verification  Bot✅#2247,1.0,2021-08,4
Velvet#5050,1.0,2022-04,4
Veggus#2766,1.0,2022-07,22
Veg#6074,1.0,2022-01,13
Vefa & l╠╢i╠╢o╠╢$t╠╢i╠╢o╠╢s╠╢_#7199,1.0,2022-07,19
Veeka#2902,1.0,2022-04,22
Vedika#9116,1.0,2022-07,5
VishalM#3601,1.0,2022-07,18
Vryses#1395,1.0,2022-07,21
X3H4Z#3285,1.0,2022-06,15
WADE#3342,1.0,2021-10,20
Wukali (Mains)#4619,1.0,2022-07,5
WtfIsThat#9233,1.0,2021-04,7
Worn#1705,1.0,2022-01,20
Wolken#2176,1.0,2020-06,7
Wofter#9996,1.0,2020-12,20
Wix.#4189,1.0,2022-07,5
Wise#8665,1.0,2022-01,0
Williams#9174,1.0,2022-01,9
Wilde Rose#9514,1.0,2022-08,1
Wicho itj#9118,1.0,2022-08,1
Whipski#6940,1.0,2022-07,19
Whereueyes#4875,1.0,2022-07,19
WhaleInTheWater#0356,1.0,2021-09,13
Whaaaat#0625,1.0,2022-08,1
WetLettuce#8450,1.0,2021-11,4
Werita#7757,1.0,2022-07,22
Waymintbih#9600,1.0,2021-12,10
Warrior Kat#8604,1.0,2022-07,19
WarLord.#0033,1.0,2022-04,4
Walid#4522,1.0,2022-08,23
Waffle#6322,1.0,2022-07,18
VastBlast#5152,1.0,2022-07,20
Varkito#8385,1.0,2022-07,21
Vanity#3288,1.0,2020-10,23
Vandi#2104,1.0,2021-10,17
Umbra#7299,1.0,2022-07,5
Uldyn#7047,1.0,2022-07,20
Ufhuck#3804,1.0,2022-07,22
Ucube Mater#2339,1.0,2022-08,5
UNKNOWN#5929,1.0,2021-08,16
